MMSI,IMO,NAME,TYPE,FLAG,GROSS_TONNAGE,DEADWEIGHT,LENGTH,WIDTH,YEAR
215602000,9668506,NEPTUNE THALASSA,Vehicles Carrier,Malta,37692,11262,170,28,2014
219466000,9466025,TORM AMALIE,Chemical/Oil Products Tanker,Denmark,30302,49999,183,32,2011
636091700,9420851,VOGE DIGNITY,Chemical/Oil Products Tanker,Liberia,24066,38334,183,27,2009
431156000,9733686,GRANDE RIVIERE,Chemical/Oil Products Tanker,Japan,21101,30732,175,28,2015
256049000,9306718,NEPTUNE THELISIS,Vehicles Carrier,Malta,27788,7210,165,26,2006
218158000,9343728,BREMEN EXPRESS,Container Ship,Germany,93750,103567,335,43,2008
636014944,9487263,YAMILAH-III,Crude Oil Tanker,Liberia,42538,74866,228,32,2011
477958700,9175779,MAERSK ARUN,Container Ship,Hong Kong,14063,17733,155,25,1999
636020899,9287900,MSC MARIA CLARA,Container Ship,Liberia,54214,68150,294,32,2004
538005024,9212034,RUTH BORCHARD,Container Ship,Marshall Islands,14278,15313,159,26,2000
352001372,9907017,GOLD TRADER I,Chemical/Oil Products Tanker,Panama,22635,33000,-,-,2022
354711000,9155107,MSC MARIA PIA,Container Ship,Panama,29300,40100,196,32,1997
304482000,9235361,MARIA FRANCISCA,General Cargo Ship,Antigua & Barbuda,23132,30320,193,28,2004
305612000,9536521,HEINZ G.,General Cargo Ship,Antigua & Barbuda,2545,3798,89,13,2011
218818000,9491898,PATARA,Vehicles Carrier,Germany,47053,12755,183,32,2012
211870240,9250098,NOVA,Container Ship,Germany,10499,13965,159,22,2002
245250000,9225586,DIEZEBORG,General Cargo Ship,Netherlands,6219,8867,133,16,2000
215419000,9337365,VENTO DI MAESTRALE,Container Ship,Malta,17687,22014,184,25,2007
257726000,9344502,FRI GDANSK,General Cargo Ship,Norway,2999,4933,90,14,2006
224115180,9301172,PETROBAY,Oil Products Tanker,Spain,1704,3059,66,15,2004
232030743,9864227,ZEPHYR LUMOS,Container Ship,United Kingdom,149525,158097,366,51,2021
224142890,9296638,SPABUNKER TREINTA,Bunkering Tanker,Spain,2885,5139,85,16,2006
314637000,9125061,GLEN,General Cargo Ship,Barbados,2997,4431,100,13,1996
211362460,9229829,DALIAN EXPRESS,Container Ship,Germany,88493,100006,321,43,2001
373083000,9538749,CAPE ASTER,Bulk Carrier,Panama,91543,176217,292,45,2012
247629000,9164782,CALA PEDRA,Refrigerated Cargo Ship,Italy,14868,16024,190,24,2000
229561000,9458066,IMERA,Chemical/Oil Products Tanker,Malta,9104,14391,143,22,2011
636022277,9401685,OKEE ORTOLAN DELTA,Container Ship,Liberia,18326,23263,176,28,2009
256318000,9343089,SINE A,Container Ship,Malta,27910,39426,222,30,2008
314444000,9298375,CAROLUS MAGNUS,Chemical/Oil Products Tanker,Barbados,12776,20635,164,23,2007
229978000,9330513,SATIE,Container Ship,Malta,28616,39359,222,30,2006
255805755,9436305,VERONICA B,Container Ship,Portugal,7852,9387,141,22,2011
538002815,9344801,EL ZORRO,Chemical/Oil Products Tanker,Marshall Islands,8539,13086,129,20,2007
605086060,9845051,CIRTA,Container Ship,Algeria,16963,22970,172,24,2020
371011000,9448217,ULTRA COLONSAY,Bulk Carrier,Panama,34778,61470,200,32,2011
477213400,9467263,CSCL JUPITER,Container Ship,Hong Kong,151993,155480,366,51,2011
314222000,9064906,WILSON HAWK,General Cargo Ship,Barbados,2811,4284,91,14,1994
219223000,9356127,MAERSK NEWPORT,Container Ship,Denmark,25888,35483,210,30,2008
228340900,9299795,CMA CGM LA TRAVIATA,Container Ship,France,91410,101779,334,43,2006
311045500,8917883,AKNOUL,Ro-Ro Cargo Ship,Bahamas,6809,5387,122,19,1993
636021076,9925980,XIN YAO HUA,Heavy Load Carrier,Liberia,72275,75000,-,-,2022
248106000,9391036,MANISA BALU,General Cargo Ship,Malta,5629,8076,108,18,2008
305703000,9484247,UNISEA,General Cargo Ship,Antigua & Barbuda,6351,9862,132,16,2011
249812000,9078414,ECOMATE,Chemical/Oil Products Tanker,Malta,2992,4997,105,15,1993
538007659,9577886,DISCOVERER,Bulk Carrier,Marshall Islands,20924,32688,180,28,2011
477591300,9853888,CSSC CAPE TOWN,Bulk Carrier,Hong Kong,66786,120578,255,43,2020
255805340,9272747,ELLEN ESSBERGER,Chemical/Oil Products Tanker,Portugal,5955,8571,118,19,2004
244850900,9142514,MEDEMBORG,General Cargo Ship,Netherlands,6540,9200,135,17,1997
210281000,9315006,WEC VAN RIJN,Container Ship,Cyprus,11662,13740,149,23,2005
636021363,9785469,MSC EUGENIA,Container Ship,Liberia,113697,122416,328,48,2022
210852000,9211066,FRI KARMSUND,General Cargo Ship,Cyprus,2858,4935,90,14,1999
219112000,9699127,UASC ZAMZAM,Container Ship,Denmark,94784,112171,300,48,2014
255802680,9150080,WEC BOUMEESTER,Container Ship,Portugal,5941,7900,132,19,1997
250005849,9851945,ARKLOW ACCORD,General Cargo Ship,Ireland,5078,8543,120,15,2020
305978000,9387592,ELBSTAR,Container Ship,Antigua & Barbuda,11550,14756,158,24,2009
305627000,9143269,JOHANNE,General Cargo Ship,Antigua & Barbuda,2748,4570,90,13,1998
309937000,9073581,SUNMI,General Cargo Ship,Bahamas,2825,4148,90,13,1993
255805991,9479644,SAO JORGE,Oil Products Tanker,Portugal,2105,3074,85,13,2010
314507000,9888003,OSSA,Bulk Carrier,Barbados,35596,63518,200,32,2021
310768000,9143556,DUESSELDORF EXPRESS,Container Ship,Bermuda,53523,66525,294,32,1998
304612000,9433339,UTE,General Cargo Ship,Antigua & Barbuda,4723,7574,116,16,2008
305575000,9412529,ELBSPRING,Container Ship,Antigua & Barbuda,11550,14483,141,24,2010
250000962,9344526,ARKLOW ROGUE,General Cargo Ship,Ireland,2999,4933,90,14,2007
244860278,9760366,LADY ARIANE,General Cargo Ship,Netherlands,2544,3700,88,13,2015
271049800,9427469,GLOBAL LAKE,Chemical/Oil Products Tanker,Turkey,5424,7538,112,18,2020
255805594,9454230,SVENDBORG,Container Ship,Portugal,12514,14220,158,24,2011
215685000,9872987,HELLAS DIANA,LNG Tanker,Malta,116284,93098,299,46,2021
277549000,9327580,KANTATA,Container Ship,Lithuania,9957,13733,148,23,2006
247408300,9782699,GRANDE HOUSTON,Vehicles Carrier,Italy,65148,15853,200,36,2020
271044643,9740665,IZMIT EXPRESS,Container Ship,Turkey,31425,37056,186,35,2017
477231100,9710892,CL CHRISTINA,Bulk Carrier,Hong Kong,34612,61122,200,32,2014
563105300,9850202,TAKAROA SUN,Chemical/Oil Products Tanker,Singapore,29987,49849,183,32,2019
271048419,9550852,RAHMI YAGCI,General Cargo Ship,Turkey,4991,7141,110,16,2022
271000609,9207261,BMI EXPRESS,Container Ship,Turkey,4721,6252,114,16,2000
220648000,9428451,KARINA THERESA,Chemical/Oil Products Tanker,Denmark,5706,7871,101,19,2009
215940000,9279812,NEPTUNE KOPER,Vehicles Carrier,Malta,44408,14650,196,31,2004
249037000,9354404,ATLANTIC GREEN,Container Ship,Malta,9962,11432,134,23,2006
477547100,9407146,ALTAMIRA EXPRESS,Container Ship,Hong Kong,54940,67386,294,33,2009
244730944,9638800,ARKLOW BRAVE,General Cargo Ship,Netherlands,5065,8660,119,15,2015
226235000,9247039,ILE DE SEIN,Cable Layer,France,13978,9820,140,23,2001
319084600,9761451,MEDALTA ADVENTURER,Chemical/Oil Products Tanker,Cayman Islands,21117,30727,175,28,2015
249085000,9255804,SCOT BERLIN,Chemical/Oil Products Tanker,Malta,5145,8254,117,18,2003
538009754,9085613,AL KHOR,LNG Tanker,Marshall Islands,111083,72176,298,46,1996
538009229,9529463,NORDIC ORION,Bulk Carrier,Marshall Islands,40142,75603,225,32,2011
671371000,7611547,NADER -A,Livestock Carrier,Togo,2160,2103,81,13,1977
636015915,9681974,PONTICA,General Cargo Ship,Liberia,6789,9005,137,18,2014
242006000,9143855,OUED ZIZ,Container Ship,Morocco,5638,7600,115,20,1998
373342000,9911733,NEW WAVELET,Bulk Carrier,Panama,44207,81984,229,32,2021
246443000,9356529,ALANA EVITA,General Cargo Ship,Netherlands,2281,3261,89,12,2009
636015415,9545209,GAS AEGEAN,LPG Tanker,Liberia,9134,10389,120,20,2012
229825000,9356672,VASSILIS A,Container Ship,Malta,10796,12513,142,23,2009
309467000,9195690,FRI OCEAN,General Cargo Ship,Bahamas,2218,3640,89,12,2000
255806438,9356878,EMSTAL,General Cargo Ship,Portugal,2461,3700,88,13,2007
538003431,9436666,HISTRIA PRINCE,Chemical/Oil Products Tanker,Marshall Islands,25938,40416,180,32,2008
304048000,7716763,CEMENT TRADER,Cement Carrier,Antigua & Barbuda,3993,5957,106,15,1980
209072000,9285433,EMMA,General Cargo Ship,Cyprus,3289,5745,105,14,2004
255806011,9123788,MONTE DA GUIA,Container Ship,Portugal,7039,8846,126,19,1995
477108700,9438614,GOLDEN SUEK,Bulk Carrier,Hong Kong,41586,74849,225,33,2011
538090029,9149897,CARLA-LIV,Container Ship,Marshall Islands,16177,23026,184,25,1999
577497000,9125047,GERMAN SKY,General Cargo Ship,Vanuatu,2997,4748,100,13,1996
511100809,9327188,HOVERLA A.,General Cargo Ship,Moldova,2604,3732,90,16,2006
255801940,9252802,CONESTE,Container Ship,Portugal,9990,11193,134,23,2003
636022025,9341445,OM BORNEO,Chemical/Oil Products Tanker,Liberia,19758,29013,175,29,2007
224327160,9391177,GREENOIL,Oil Products Tanker,Spain,2743,4700,77,18,2008
538008349,9838668,STREAM BALTIC,Chemical/Oil Products Tanker,Marshall Islands,12075,19999,147,24,2019
354878000,9512525,OMER DADAYLI,General Cargo Ship,Panama,2994,5400,92,15,2009
236630000,9507972,IVER ACCORD,Bitumen Tanker,Gibraltar,5030,5897,99,18,2010
352898818,9239733,MSC SANDY III,Container Ship,Panama,25580,34019,201,30,2002
636021079,9330240,MSC SIGMA F,Container Ship,Liberia,9940,13668,148,23,2007
538008304,9825013,UROPHYLLA,General Cargo Ship,Marshall Islands,41416,62322,202,34,2020
219148000,9478303,ALICE THERESA,Chemical/Oil Products Tanker,Denmark,5706,7875,101,19,2010
218355000,9450416,VIENNA EXPRESS,Container Ship,Germany,93750,103648,335,43,2010
242830300,9354349,X-PRESS SOUSSE,Container Ship,Morocco,9981,11257,134,23,2006
255805775,9354363,WEC MONDRIAAN,Container Ship,Portugal,9981,11273,134,23,2006
247322900,9578983,JOLLY QUARZO,Ro-Ro Cargo Ship,Italy,50722,46704,240,38,2013
636019053,9308613,CONTSHIP FUN,Container Ship,Liberia,9981,11836,139,23,2006
374071000,9421051,GUNCE AKAY,General Cargo Ship,Panama,4995,8678,108,19,2007
215170000,9240964,NEPTUNE AEGLI,Vehicles Carrier,Malta,21611,6580,159,24,2002
229424000,9829772,EVA DP,Chemical/Oil Products Tanker,Malta,8860,13209,120,22,2018
232010295,9797395,STENA IMPRIMIS,Chemical/Oil Products Tanker,United Kingdom,29594,49718,183,32,2017
538009703,9424053,BDP SPIRIT,Chemical/Oil Products Tanker,Marshall Islands,8816,15203,140,21,2009
269047000,9775373,ST-CERGUE,Bulk Carrier,Switzerland,34314,60696,198,32,2017
636020328,9590955,MEL GRACE,Bulk Carrier,Liberia,23264,38225,180,30,2011
538007440,9798416,GLOVIS SUNLIGHT,Vehicles Carrier,Marshall Islands,72269,25353,230,32,2017
566952000,9597513,APL SAVANNAH,Container Ship,Singapore,109712,115026,328,45,2013
244573000,9278349,BEAUMONDE,General Cargo Ship,Netherlands,2545,3820,89,13,2004
256488000,9451721,NEPTUNE HORIZON,Vehicles Carrier,Malta,36711,11215,168,28,2010
314208000,9017379,WILSON HUSUM,Limestone Carrier,Barbados,3092,4119,90,15,1998
247253200,9147746,MIMMO IEVOLI,Chemical/Oil Products Tanker,Italy,6572,9554,125,20,1998
636018395,9289063,PINARA,Container Ship,Liberia,18334,23287,176,28,2004
257077560,9017434,WILSON HOOK,General Cargo Ship,Norway,2993,4280,90,15,2003
636016852,9309277,MONA LISA,Container Ship,Liberia,35975,42102,231,32,2006
210855000,9479668,GUNGA,Chemical/Oil Products Tanker,Cyprus,4242,6480,109,17,2009
244710091,9772541,ARKLOW VALIANT,General Cargo Ship,Netherlands,2999,5169,87,15,2016
374748000,9755816,MEDI SYDNEY,Bulk Carrier,Panama,43028,81788,229,32,2015
374742000,9106974,LADY JASMIN,General Cargo Ship,Panama,7269,11307,124,18,1994
246232000,9428657,BEAUTRADER,General Cargo Ship,Netherlands,5132,7210,118,16,2009
636019657,9426142,CURACAO,Bulk Carrier,Liberia,32309,57937,190,32,2011
351180000,9409168,MARYCAM SWAN,LPG Tanker,Panama,16808,16772,154,26,2009
255806010,9083055,MONTE BRASIL,Container Ship,Portugal,7039,8450,126,19,1994
548994000,9485849,GT STAR,Chemical/Oil Products Tanker,Philippines,11571,19956,146,24,2012
304656000,9231133,MARIA LUISA,General Cargo Ship,Antigua & Barbuda,23132,30396,193,28,2003
245222000,9312195,ENDEAVOR,Container Ship,Netherlands,7642,9167,135,22,2005
374477000,9648843,TEONA,General Cargo Ship,Panama,5510,7371,120,17,2013
265088000,7633375,SUNNANVIK,Cement Carrier,Sweden,7454,9157,124,18,1978
212641000,9246566,WEC VAN GOGH,Container Ship,Cyprus,9991,11408,134,23,2004
247285600,9365506,CDRY WHITE,General Cargo Ship,Italy,5629,8053,108,18,2010
247186300,9293272,GRANDE DETROIT,Vehicles Carrier,Italy,38651,12420,176,31,2005
235050609,9319416,BEAUMONT,General Cargo Ship,United Kingdom,2545,3792,89,13,2005
563044300,9356165,MAERSK NAIROBI,Container Ship,Singapore,25888,35220,211,30,2009
210464000,9239812,MANDARIN,Bulk Carrier,Cyprus,18311,26735,186,24,2003
248660000,9745548,CMA CGM NEVA,Container Ship,Malta,29316,34768,195,32,2018
255802460,9628623,HERCULES MOON,Oil Products Tanker,Portugal,4445,6842,101,18,2012
209763000,9247388,APATYTH,Chemical/Oil Products Tanker,Cyprus,16901,24086,168,27,2004
255805838,9322578,DREAM,Container Ship,Portugal,7852,9340,141,22,2006
205656000,9116814,MARLEY,General Cargo Ship,Belgium,2061,3002,88,11,1995
636020366,9887396,SOLAR NAAMA,Chemical/Oil Products Tanker,Liberia,18335,24621,169,25,2021
370918000,9693769,PREVAIL STAR,Bulk Carrier,Panama,44043,81055,229,32,2014
636017852,9388338,CONTSHIP RAY,Container Ship,Liberia,9957,13760,148,23,2008
538005842,9708849,AL NASRIYAH,Container Ship,Marshall Islands,153148,149360,369,51,2015
224584000,9369291,ATALAYA TMA,General Cargo Ship,Spain,5132,7218,118,16,2008
538008903,9766188,FEDERAL MOSEL,Bulk Carrier,Marshall Islands,22947,36583,200,24,2017
229674000,9458183,HABIP BAYRAK,Chemical/Oil Products Tanker,Malta,5672,8405,123,17,2010
275507000,9375783,LIBERO,General Cargo Ship,Latvia,2164,2930,89,12,2006
224448000,9377092,BUNKER BAY,Bunkering Tanker,Spain,2906,4225,90,15,2006
271040635,9491848,VIVIEN A,Container Ship,Turkey,26195,34973,210,30,2010
255803360,9360489,CUERA,General Cargo Ship,Portugal,2956,4582,90,14,2008
247326000,9172167,IEVOLI SHINE,Chemical/Oil Products Tanker,Italy,6785,9887,127,20,1998
605086020,9760615,TAMANRASSET,Container Ship,Algeria,18870,23503,170,28,2017
354462000,9461398,MSC ROSA M,Container Ship,Panama,153115,165991,366,51,2010
372493000,9434668,RF ALICE,Chemical/Oil Products Tanker,Panama,8550,13273,128,20,2008
477754600,9344681,SAN ALVARO,Container Ship,Hong Kong,22914,28123,186,28,2007
245958000,9295438,LISA ESSBERGER,Chemical/Oil Products Tanker,Netherlands,5815,8643,115,19,2005
566577000,9725627,HAFNIA MALACCA,Chemical/Oil Products Tanker,Singapore,24120,39067,184,28,2015
314431000,9195858,INCRA,General Cargo Ship,Barbados,2998,5050,95,13,2000
636016361,9705732,CHEM NEW YORK,Chemical/Oil Products Tanker,Liberia,12129,19994,145,24,2014
538004912,9635676,ALEXANDRA,Container Ship,Marshall Islands,71021,80274,270,43,2013
304416000,9242596,STAR COMET,Container Ship,Antigua & Barbuda,6277,7970,133,19,2002
311000980,9623051,ST. PAUL,Bulk Carrier,Bahamas,22856,37054,178,29,2014
248633000,9532795,APL ANTWERP,Container Ship,Malta,87865,90647,320,46,2013
250002434,9509475,ARKLOW MOOR,General Cargo Ship,Ireland,9758,14998,137,21,2011
636021395,9525924,AL QIBLA EXPRESS,Container Ship,Liberia,141077,145237,366,51,2012
613003114,8989094,FISH FRY 9,General Cargo Ship,Cameroon,784,1315,56,10,1995
538010142,9794721,HELLAS MARGARITA,Chemical/Oil Products Tanker,Marshall Islands,29450,49879,183,32,2017
352366000,9737503,TEXAS TRIUMPH,Container Ship,Panama,153014,146116,366,51,2017
636020533,9429235,TUNADAL,Container Ship,Liberia,11746,14740,158,24,2012
314630000,9017422,WILSON HALSVIK,General Cargo Ship,Barbados,2993,4280,90,15,2001
236111817,9505405,SCHILLIG,General Cargo Ship,Gibraltar,2415,3194,86,13,2012
351251000,9608221,WATER LILY,Wood Chips Carrier,Panama,43652,57070,210,32,2014
255806327,9287792,WEC VAN RUYSDAEL,Container Ship,Portugal,7852,9322,141,22,2004
250000963,9361744,ARKLOW FORTUNE,General Cargo Ship,Ireland,2998,4950,90,14,2007
304010760,9147875,LADY DEBORA,General Cargo Ship,Antigua & Barbuda,5381,7580,108,18,1998
309586000,9386225,NORDIC ACE,Vehicles Carrier,Bahamas,23498,7378,148,25,2007
244238000,9491496,ESSENCE,Container Ship,Netherlands,17368,21298,168,26,2011
304853000,9326988,CT DANIEL,Container Ship,Antigua & Barbuda,9990,11208,134,23,2006
255806305,9341976,ILHA DA MADEIRA,Container Ship,Portugal,7545,8200,130,21,2007
247065500,9245598,GRANDE PORTOGALLO,Vehicles Carrier,Italy,37726,12594,176,31,2002
249145000,9342138,KERSTI,General Cargo Ship,Malta,4102,5456,107,15,2006
219028212,9113719,ALONDRA,Livestock Carrier,Denmark,5801,4550,98,16,1995
352001439,9311050,EVER HARMONY,General Cargo Ship,Panama,21385,33532,180,28,2005
255806317,9352341,BRENS,General Cargo Ship,Portugal,4990,7762,119,15,2009
244617000,9356543,STROOMBANK,General Cargo Ship,Netherlands,2999,4550,90,14,2009
538008171,9713715,VIRGO CONFIDENCE,Bulk Carrier,Marshall Islands,35873,63206,200,32,2019
212963000,9504061,WES GESA,Container Ship,Cyprus,10585,13200,152,23,2012
305948000,9662382,TRIPLE S,General Cargo Ship,Antigua & Barbuda,3845,5192,90,15,2013
311002500,9314624,G. B. CORRADO,Bulk Carrier,Bahamas,40154,77061,225,32,2008
255806309,9523964,KATE C,General Cargo Ship,Portugal,4151,6795,106,16,2010
373639000,9136864,DERYA AYTEKIN,General Cargo Ship,Panama,4358,6830,106,17,1996
219325000,9724568,MAERSK CIRRUS,Chemical/Oil Products Tanker,Denmark,27659,	39999,183,32,2017
263702680,0,RITA,Cargo ship,Portugal,Portugal,0,80,16,0
247238700,9404637,LEALE,Chemical/Oil Products Tanker,Italy,4831,7312,112,17,2008
224220360,9398955,SPABUNKER CINCUENTA,Bunkering Tanker,Spain,2893,5131,85,16,2007
255803370,9360491,CORNION,General Cargo Ship,Portugal,2956,4933,90,14,2008
271044177,9315927,SASKIA A,Container Ship,Turkey,28927,39420,222,30,2007
229326000,9897755,CMA CGM HOPE,Container Ship,Malta,150783,160194,-,-,2021
257635000,9314753,TRANS EXETER,Chemical/Oil Products Tanker,Norway,5986,9456,118,19,2004
352898692,9241463,CORCOVADO III,Container Ship,Panama,25407,33701,207,30,2003
477129500,9746176,SC PETREL,Chemical/Oil Products Tanker,Hong Kong,20600,33974,178,28,2016
229393000,9867827,CMA CGM BALI,Container Ship,Malta,150844,154700,366,51,2021
247286900,9365518,SDS RED,General Cargo Ship,Italy,5629,8065,108,18,2010
256012000,9451719,NEPTUNE PHOS,Vehicles Carrier,Malta,36711,11174,168,28,2009
636022086,9311634,K INSET,Chemical/Oil Products Tanker,Liberia,8450,12956,127,20,2005
319819000,9476757,RUBY ACE,Vehicles Carrier,Cayman Islands,60148,18724,200,32,2010
311153000,9001772,SEAPEAK POLAR,LNG Tanker,Bahamas,66174,48817,239,40,1993
538004456,9486398,SAINT DIMITRIOS,Bulk Carrier,Marshall Islands,23322,33788,181,30,2011
672704000,9208007,ELYSSA,Ro-Ro Cargo Ship,Tunisia,22900,14200,193,26,2000
538010115,9360441,VELOS TOPAZ,Chemical/Oil Products Tanker,Marshall Islands,22521,39808,182,27,2007
219031111,9474450,BISCAY,Chemical/Oil Products Tanker,Denmark,7244,11161,130,20,2008
357299000,9624768,AMELIA,Chemical/Oil Products Tanker,Panama,12374,21287,149,24,2011
255805981,9277307,GURES,General Cargo Ship,Portugal,4967,7890,119,15,2003
255805890,9157868,LAURA S,Container Ship,Portugal,5850,6770,120,20,1998
212777000,9376050,WILHELM,Container Ship,Cyprus,9981,11255,134,23,2008
277324000,8820092,AFALINA,General Cargo Ship,Lithuania,3826,4535,105,16,1989
563056800,9323493,X-PRESS IRAZU,Container Ship,Singapore,18480,23716,177,28,2007
617105000,9150470,LAGOA,Container Ship,Cabo Verde,3981,5003,101,17,1997
255806113,9365972,CMA CGM GOYA,Container Ship,Portugal,7702,9620,142,21,2008
538008996,9541887,SIRIUS,Bulk Carrier,Marshall Islands,23456,34537,180,30,2011
538010062,9794719,HELLAS TATIANA,Chemical/Oil Products Tanker,Marshall Islands,29450,49834,183,32,2017
304634000,9162667,LEONIE P,Container Ship,Antigua & Barbuda,9991,13059,139,24,1997
316035893,9780770,NORSE SPIRIT,Crude Oil Tanker,Canada,85762,148167,279,49,2017
212748000,9313199,BALTIC TERN,Container Ship,Cyprus,16324,15952,169,27,2005
563102100,9865996,GREEN SEA,Container Ship,Singapore,17954,22352,172,27,2020
247585000,9164768,CALA PULA,Refrigerated Cargo Ship,Italy,14868,16024,190,24,1999
371574000,8208919,PHOBOS,General Cargo Ship,Panama,4043,6235,95,18,1983
248300000,9585015,AFINA I,Bulk Carrier,Malta,8887,12824,139,20,2010
304264000,8415665,BALTICA HAV,General Cargo Ship,Antigua & Barbuda,1530,2324,82,11,1984
225388000,9400162,FINITA R,General Cargo Ship,Spain,3778,5000,100,12,2008
636010032,9018658,SOL DO BRASIL,Fruit Juice Tanker,Liberia,15218,19653,172,26,1994
353083000,9473456,CITY OF ST. PETERSBURG,Vehicles Carrier,Panama,21143,5000,140,22,2010
247039400,9227900,GRAND BENELUX,Vehicles Carrier,Italy,37712,12594,176,31,2001
205421000,9230050,EXCALIBUR,LNG Tanker,Belgium,93786,77822,277,43,2002
248376000,9805659,GENOA,Bulk Carrier,Malta,34241,60396,200,32,2017
215418000,9379351,VENTO DI TRAMONTANA,Container Ship,Malta,17687,22030,184,25,2007
636015945,9531519,NAVIGATOR GENESIS,LPG Tanker,Liberia,16823,16670,154,26,2011
305040000,9413341,BLUE SIX,General Cargo Ship,Antigua & Barbuda,2971,4251,90,15,2007
215588000,9438717,NEPTUNE KEFALONIA,Vehicles Carrier,Malta,36902,11361,170,28,2009
247383300,9859533,ECO VALENCIA,Ro-Ro Cargo Ship,Italy,67311,18128,238,34,2020
314475000,9163582,WILSON MONSOON,General Cargo Ship,Barbados,2035,2780,91,14,1997
373454000,9607590,ATAYAL BRAVE,Bulk Carrier,Panama,9988,16811,135,23,2012
271046574,9125267,FERICEK,Chemical/Oil Products Tanker,Turkey,6737,10106,126,19,1996
477142300,9472206,GRAND URANUS,Vehicles Carrier,Hong Kong,72408,26985,232,32,2012
538008717,9347310,VELOS FORTUNA,Oil Products Tanker,Marshall Islands,26911,47286,183,32,2007
636018068,9756729,MSC AVNI,Container Ship,Liberia,102492,119159,314,49,2017
636093059,9315769,CHEMTRANS MARS,Chemical/Oil Products Tanker,Liberia,23270,37651,184,27,2007
538006370,9658367,ECO GREEN,LPG Tanker,Marshall Islands,5452,5209,100,18,2015
371215000,9706736,ONE MILLAU,Container Ship,Panama,150709,147443,366,51,2015
255806316,9352353,TITLIS,General Cargo Ship,Portugal,4990,7762,119,15,2009
244379000,9153642,JUMBO VISION,Heavy Load Carrier,Netherlands,7966,6993,110,21,2000
667001603,8129254,URANUS L,Livestock Carrier,Sierra Leone,2287,3116,84,14,1982
636020564,9282558,PRIORITY,Crude Oil Tanker,Liberia,28245,46847,180,32,2005
255806404,9312078,PATRICIA,Chemical/Oil Products Tanker,Portugal,11935,16642,144,23,2005
256871000,9618317,MSC ATHOS,Container Ship,Malta,96262,110772,300,48,2013
428000405,9318163,ZIM QINGDAO,Container Ship,Israel,39906,50689,261,32,2006
636016770,9315824,ODYSSEUS,Container Ship,Liberia,28592,39420,222,30,2006
636021392,9380403,DYROS,Container Ship,Liberia,40165,50681,260,32,2008
304045000,9373515,SPANACO RELIABILITY,General Cargo Ship,Antigua & Barbuda,2990,5000,90,15,2007
567278000,9732187,ISSARA NAREE,Bulk Carrier,Thailand,36298,63516,200,32,2014
563063800,9829497,STI MILLENNIA,Chemical/Oil Products Tanker,Singapore,29991,47499,183,32,2019
255929000,8921963,ROAZ,Cement Carrier,Portugal,2169,3500,82,13,1991
209762000,9252773,FLENSBURG,Container Ship,Cyprus,9990,11135,134,23,2002
244850116,9624861,LADY AMI,General Cargo Ship,Netherlands,2544,3700,88,14,2015
212613000,9376036,RUTH,Container Ship,Cyprus,9981,11253,134,23,2008
372802000,9383431,MORNING LUCY,Vehicles Carrier,Panama,68701,28080,232,32,2009
636015524,9227273,IRENES RESOLVE,Container Ship,Liberia,40085,51060,257,32,2001
212136000,9472000,ALSTERDIEP,General Cargo Ship,Cyprus,2984,4164,90,15,2008
305269000,9136137,NAOS,General Cargo Ship,Antigua & Barbuda,2848,4258,90,13,1996
244030629,9224142,ZILTBORG,General Cargo Ship,Netherlands,4938,7200,119,15,2000
636019579,9221592,CPT DIMITRIOS S,Bulk Carrier,Liberia,39035,74133,225,32,2001
271049621,9437347,LIVA IMAMOGLU,General Cargo Ship,Turkey,4109,6097,100,17,2007
228366800,9837341,HYDRA,Chemical/Oil Products Tanker,France,5783,7870,116,18,2019
224878000,9127382,SPABUNKER CUARENTAYUNO,Oil Products Tanker,Spain,2267,4000,72,16,1996
246867000,9631369,TRENT NAVIGATOR,General Cargo Ship,Netherlands,5667,8096,118,16,2013
563075400,9064073,PORTOVENERE,LNG Tanker,Singapore,46555,35760,216,34,1997
250006456,9757137,ARKLOW CLIPPER,General Cargo Ship,Ireland,2999,5094,87,15,2021
636015164,9505998,GREENWICH PARK,Chemical/Oil Products Tanker,Liberia,11987,19998,146,24,2011
215498000,9544358,MED CANARY,Chemical/Oil Products Tanker,Malta,5633,8400,123,16,2022
636021078,9403437,MSC AZURIT F,Container Ship,Liberia,9957,13684,148,23,2008
224876000,9187318,L'AUDACE,Ro-Ro Cargo Ship,Spain,15224,4567,142,21,1999
211387390,9229855,BERLIN EXPRESS,Container Ship,Germany,88493,100019,321,43,2003
241344000,9358503,EVIAPETROL V,Chemical/Oil Products Tanker,Greece,4811,6976,119,17,2007
538004488,9543706,DESERT VICTORY,Bulk Carrier,Marshall Islands,33631,57434,193,32,2011
235094449,9618850,HAPPY PELICAN,LPG Tanker,Isle of Man,8009,8610,113,19,2012
255806498,9704996,MSC JULIE,Container Ship,Portugal,96333,109587,300,48,2015
258706000,9725304,LEIKANGER,Chemical/Oil Products Tanker,Norway,30945,49999,186,32,2016
477010800,9432529,OLYMPIA LOGGER,Bulk Carrier,Hong Kong,19801,31882,176,29,2010
413219630,9278765,KANG YU,Bulk Carrier,China,29342,52988,189,32,2004
229987000,9306380,IRENA,General Cargo Ship,Malta,5581,8153,108,18,2005
229620000,9605255,MSC AZOV,Container Ship,Malta,95166,112434,300,48,2014
